CustomerID,Monetary,Cluster,cum_revenue_pct,cum_customer_pct,include_b2b
14646.0,280206.02,2,0.0314435185796204,0.0002305209774089442,Including B2B
18102.0,259657.3,2,0.060581147874251784,0.0004610419548178884,Including B2B
17450.0,194550.79,2,0.08241280366824516,0.0006915629322268327,Including B2B
16446.0,168472.5,2,0.10131806553201632,0.0009220839096357768,Including B2B
14911.0,143825.06,2,0.11745749731983093,0.001152604887044721,Including B2B
12415.0,124914.53,2,0.13147487048304687,0.0013831258644536654,Including B2B
14156.0,117379.63,2,0.14464670946342983,0.0016136468418626094,Including B2B
17511.0,91062.38,2,0.15486533944659167,0.0018441678192715537,Including B2B
16029.0,81024.84,2,0.16395759971263013,0.002074688796680498,Including B2B
12346.0,77183.6,3,0.17261881248972175,0.002305209774089442,Including B2B
16684.0,66653.56,3,0.18009838931058322,0.0025357307514983865,Including B2B
14096.0,65164.79,3,0.1874109027430286,0.0027662517289073307,Including B2B
13694.0,65039.62,3,0.19470937013456235,0.002996772706316275,Including B2B
15311.0,60767.9,2,0.20152848341662,0.003227293683725219,Including B2B
13089.0,58825.83,2,0.20812966592714063,0.003457814661134163,Including B2B
17949.0,58510.48,3,0.21469546121227587,0.0036883356385431073,Including B2B
15769.0,56252.72,3,0.22100790034714593,0.003918856615952052,Including B2B
15061.0,54534.14,3,0.22712748780038342,0.004149377593360996,Including B2B
14298.0,51527.3,3,0.23290966055637088,0.00437989857076994,Including B2B
14088.0,50491.81,3,0.23857563506274895,0.004610419548178884,Including B2B
15749.0,44534.3,3,0.24357308333127786,0.004840940525587829,Including B2B
12931.0,42055.96,3,0.24829242290736467,0.005071461502996773,Including B2B
17841.0,40991.57,2,0.2528923211997097,0.005301982480405717,Including B2B
15098.0,39916.5,3,0.2573715797444884,0.005532503457814661,Including B2B
13798.0,37153.85,3,0.26154082554719965,0.005763024435223606,Including B2B
16013.0,37130.6,3,0.26570746233456227,0.00599354541263255,Including B2B
16422.0,34684.4,3,0.2695995970425281,0.006224066390041493,Including B2B
12748.0,33719.73,2,0.27338348061774465,0.006454587367450438,Including B2B
15838.0,33643.08,3,0.27715876285848895,0.006685108344859382,Including B2B
17404.0,31906.82,3,0.2807392094437786,0.006915629322268326,Including B2B
17389.0,31833.68,3,0.284311448571752,0.00714615029967727,Including B2B
13098.0,28882.44,3,0.2875525121961694,0.007376671277086215,Including B2B
14680.0,28754.11,3,0.2907791751780191,0.007607192254495159,Including B2B
13081.0,28337.38,3,0.293959074505406,0.007837713231904103,Including B2B
13408.0,28117.04,3,0.2971142482223873,0.008068234209313048,Including B2B
17857.0,26879.04,3,0.3001304988855328,0.008298755186721992,Including B2B
16333.0,26626.8,3,0.3031184442569985,0.008529276164130935,Including B2B
13777.0,25977.16,3,0.3060334898120718,0.00875979714153988,Including B2B
12753.0,21429.39,0,0.30843820410984074,0.008990318118948824,Including B2B
12744.0,21279.29,3,0.31082607482894997,0.009220839096357769,Including B2B
16210.0,21086.3,3,0.3131922890374293,0.009451360073766712,Including B2B
17675.0,20374.28,3,0.3154786034132817,0.009681881051175657,Including B2B
17381.0,20275.61,3,0.31775384546464136,0.0099124020285846,Including B2B
15039.0,19914.44,3,0.31998855856660374,0.010142923005993546,Including B2B
12471.0,19824.05,3,0.3222131284901847,0.01037344398340249,Including B2B
12731.0,18895.91,3,0.32433354652104585,0.010603964960811434,Including B2B
15159.0,18641.010000000002,3,0.32642536076642814,0.010834485938220378,Including B2B
12901.0,17654.54,3,0.3284064775764976,0.011065006915629323,Including B2B
12678.0,17628.46,3,0.33038466780074793,0.011295527893038266,Including B2B
14031.0,17286.86,3,0.3323245251371224,0.011526048870447211,Including B2B
17428.0,17256.85,3,0.3342610148799221,0.011756569847856155,Including B2B
13767.0,17220.36,3,0.33619340987132074,0.0119870908252651,Including B2B
13881.0,17159.52,3,0.33811897765868437,0.012217611802674043,Including B2B
16839.0,16594.35,3,0.33998112449101053,0.012448132780082987,Including B2B
12921.0,16587.09,3,0.3418424566372536,0.012678653757491932,Including B2B
14607.0,16569.5,3,0.3437018149090888,0.012909174734900875,Including B2B
15856.0,16387.57,3,0.3455407577760901,0.01313969571230982,Including B2B
17677.0,16363.23,3,0.3473769693126146,0.013370216689718764,Including B2B
15189.0,16225.39,3,0.349197713035132,0.013600737667127709,Including B2B
14051.0,15610.390000000001,3,0.3509494440935872,0.013831258644536652,Including B2B
15513.0,14758.220000000001,3,0.3526055482871093,0.014061779621945597,Including B2B
16133.0,14589.04,3,0.35424266782615,0.01429230059935454,Including B2B
14866.0,14389.9,3,0.3558574407279202,0.014522821576763486,Including B2B
16705.0,14034.99,3,0.3574323871506623,0.01475334255417243,Including B2B
12681.0,13787.54,3,0.35897956579499424,0.014983863531581374,Including B2B
12621.0,13689.67,3,0.36051576188740464,0.015214384508990318,Including B2B
12540.0,13400.24,3,0.36201947938573453,0.015444905486399263,Including B2B
12433.0,13375.87,0,0.36352046218711614,0.015675426463808206,Including B2B
15498.0,13316.4,3,0.3650147715199908,0.01590594744121715,Including B2B
12477.0,13219.74,0,0.3664982340819577,0.016136468418626097,Including B2B
17735.0,13110.02,3,0.36796938433579307,0.01636698939603504,Including B2B
16525.0,13027.45,3,0.3694312689381299,0.016597510373443983,Including B2B
14258.0,12669.98,0,0.37085303978921086,0.016828031350852927,Including B2B
13078.0,12627.94,3,0.3722700930916786,0.01705855232826187,Including B2B
12536.0,12601.830000000002,0,0.3736842164418558,0.017289073305670817,Including B2B
15640.0,12515.66,3,0.3750886701639643,0.01751959428307976,Including B2B
16000.0,12393.7,0,0.37647943805760287,0.017750115260488704,Including B2B
17340.0,12353.29,3,0.3778656713142418,0.017980636237897647,Including B2B
12682.0,12288.22,3,0.3792446026943759,0.018211157215306594,Including B2B
13113.0,12245.960000000001,3,0.38061879183843955,0.018441678192715538,Including B2B
14606.0,12156.65,3,0.3819829589970928,0.01867219917012448,Including B2B
12557.0,11990.960000000001,0,0.3833285331341063,0.018902720147533424,Including B2B
12939.0,11581.8,0,0.3846281930896113,0.01913324112494237,Including B2B
15125.0,11528.48,3,0.38592186970325004,0.019363762102351315,Including B2B
14194.0,11349.52,3,0.3871954641927252,0.019594283079760258,Including B2B
12971.0,11189.91,3,0.3884511479321013,0.0198248040571692,Including B2B
14895.0,11138.710000000001,3,0.3897010862269245,0.020055325034578148,Including B2B
12409.0,11072.67,0,0.3909436137960003,0.02028584601198709,Including B2B
15482.0,11054.96,3,0.3921841540247825,0.020516366989396035,Including B2B
17581.0,11045.04,3,0.3934235810736827,0.02074688796680498,Including B2B
13319.0,10845.550000000001,3,0.39464062220981244,0.020977408944213922,Including B2B
17107.0,10815.43,0,0.3958542834086389,0.02120792992162287,Including B2B
13340.0,10736.48,0,0.3970590851768511,0.021438450899031812,Including B2B
14769.0,10674.75,0,0.39825695986904297,0.021668971876440755,Including B2B
17139.0,10668.47,3,0.39945412984655143,0.0218994928538497,Including B2B
16779.0,10629.720000000001,3,0.4006469514651454,0.022130013831258646,Including B2B
17865.0,10526.32,3,0.40182816997891974,0.02236053480866759,Including B2B
17706.0,10504.49,3,0.4030069388236592,0.022591055786076533,Including B2B
15251.0,10484.99,0,0.40418351946197717,0.022821576763485476,Including B2B
14062.0,10464.85,3,0.40535784007581677,0.023052097740894423,Including B2B
15615.0,10399.74,3,0.40652485432452284,0.023282618718303366,Including B2B
15502.0,10384.93,3,0.40769020665850575,0.02351313969571231,Including B2B
16180.0,10254.18,0,0.4088408867878933,0.023743660673121253,Including B2B
16843.0,10196.57,3,0.40998510217000184,0.0239741816505302,Including B2B
12590.0,9864.26,1,0.41109202714821674,0.024204702627939143,Including B2B
13001.0,9818.82,3,0.4121938530443911,0.024435223605348087,Including B2B
13199.0,9817.12,3,0.4132954881738518,0.02466574458275703,Including B2B
15078.0,9743.11,3,0.4143888182183251,0.024896265560165973,Including B2B
12709.0,9736.52,3,0.4154814087612436,0.02512678653757492,Including B2B
13458.0,9646.57,3,0.41656390550069483,0.025357307514983864,Including B2B
14733.0,9585.91,3,0.4176395952349396,0.025587828492392807,Including B2B
16523.0,9418.470000000001,3,0.4186964955700452,0.02581834946980175,Including B2B
12567.0,9401.28,0,0.4197514669170284,0.026048870447210697,Including B2B
14367.0,9261.52,3,0.42079075499583385,0.02627939142461964,Including B2B
14667.0,9241.2,3,0.42182776285133244,0.026509912402028584,Including B2B
18092.0,9068.26,0,0.4228453641212653,0.026740433379437527,Including B2B
13969.0,9053.94,3,0.42386135846217476,0.026970954356846474,Including B2B
12451.0,9035.52,0,0.4248752857896338,0.027201475334255418,Including B2B
13488.0,8968.31,3,0.4258816710989601,0.02743199631166436,Including B2B
13090.0,8910.82,3,0.426881605126893,0.027662517289073305,Including B2B
16033.0,8816.4,3,0.42787094374711737,0.02789303826648225,Including B2B
17017.0,8694.26,3,0.42884657634004325,0.028123559243891195,Including B2B
17243.0,8676.85,3,0.4298202552573898,0.028354080221300138,Including B2B
17306.0,8631.31,3,0.4307888238711243,0.02858460119870908,Including B2B
16656.0,8625.8,3,0.43175677417627506,0.02881512217611803,Including B2B
14527.0,8508.82,3,0.4327115974872112,0.029045643153526972,Including B2B
12683.0,8476.57,3,0.4336628018413734,0.029276164130935915,Including B2B
18139.0,8438.34,0,0.4346097161887923,0.02950668510834486,Including B2B
15358.0,8347.2,3,0.4355464031960444,0.029737206085753802,Including B2B
16558.0,8338.49,3,0.43648211280442817,0.02996772706316275,Including B2B
14056.0,8214.65,3,0.4374039256187998,0.030198248040571692,Including B2B
14936.0,8137.02,0,0.43831702712729964,0.030428769017980636,Including B2B
16672.0,8134.9400000000005,3,0.4392298952271146,0.03065928999538958,Including B2B
13854.0,8109.5199999999995,3,0.4401399108034816,0.030889810972798526,Including B2B
14952.0,8099.49,0,0.44104880085623793,0.03112033195020747,Including B2B
18109.0,8052.97,3,0.4419524706339827,0.03135085292761641,Including B2B
14796.0,8022.49,3,0.442852720076767,0.031581373905025356,Including B2B
12428.0,7956.46,0,0.4437455599159611,0.0318118948824343,Including B2B
15290.0,7943.22,3,0.4446369140191028,0.03204241585984324,Including B2B
14849.0,7930.54,3,0.44552684522699204,0.03227293683725219,Including B2B
12757.0,7857.1,3,0.4464085353128508,0.03250345781466114,Including B2B
17811.0,7837.7300000000005,3,0.4472880517803308,0.03273397879207008,Including B2B
13093.0,7832.47,1,0.4481669779931557,0.03296449976947902,Including B2B
12435.0,7829.89,0,0.44904561468943865,0.03319502074688797,Including B2B
13629.0,7792.36,0,0.44992003992997803,0.03342554172429691,Including B2B
15044.0,7700.2300000000005,3,0.4507841267367938,0.033656062701705854,Including B2B
15194.0,7616.53,3,0.4516388210883542,0.0338865836791148,Including B2B
18172.0,7561.68,3,0.452487360408006,0.03411710465652374,Including B2B
13263.0,7454.07,3,0.45332382419468265,0.03434762563393269,Including B2B
12474.0,7375.79,3,0.45415150373527347,0.034578146611341634,Including B2B
12980.0,7374.900000000001,0,0.4549790834038789,0.03480866758875058,Including B2B
15465.0,7354.62,3,0.455804387337806,0.03503918856615952,Including B2B
17396.0,7330.8,0,0.4566270182934274,0.035269709543568464,Including B2B
12583.0,7281.38,3,0.45744410354846676,0.03550023052097741,Including B2B
13018.0,7277.7,3,0.45826077584967895,0.03573075149838635,Including B2B
18229.0,7276.900000000001,3,0.45907735837832,0.035961272475795295,Including B2B
16923.0,7247.61,3,0.4598906541087002,0.036191793453204245,Including B2B
16729.0,7239.92,3,0.4607030869002404,0.03642231443061319,Including B2B
16745.0,7194.3,3,0.46151040041091146,0.03665283540802213,Including B2B
16873.0,7123.62,0,0.4623097825149225,0.036883356385431075,Including B2B
13324.0,7121.95,0,0.46310897721869126,0.03711387736284002,Including B2B
13985.0,7060.13,3,0.4639012347470254,0.03734439834024896,Including B2B
14961.0,7044.68,0,0.4646917585425794,0.037574919317657905,Including B2B
12766.0,6989.63,0,0.46547610486308194,0.03780544029506685,Including B2B
12798.0,6977.04,0,0.46625903838774624,0.03803596127247579,Including B2B
12989.0,6924.110000000001,3,0.4670360323346726,0.03826648224988474,Including B2B
16713.0,6923.13,3,0.46781291631019933,0.038497003227293686,Including B2B
13027.0,6912.0,0,0.4685885513248301,0.03872752420470263,Including B2B
16187.0,6911.4400000000005,3,0.46936412349866113,0.03895804518211157,Including B2B
17416.0,6893.42,0,0.47013767354532726,0.039188566159520516,Including B2B
12705.0,6868.29,0,0.4709084036111024,0.03941908713692946,Including B2B
12476.0,6816.42,0,0.4716733130477965,0.0396496081143384,Including B2B
12830.0,6814.64,0,0.4724380227405198,0.039880129091747346,Including B2B
15023.0,6802.76,0,0.4732013993105617,0.040110650069156296,Including B2B
18055.0,6784.1900000000005,0,0.47396269203479613,0.04034117104656524,Including B2B
15601.0,6776.56,3,0.47472312855313326,0.04057169202397418,Including B2B
16652.0,6773.97,0,0.47548327443277133,0.04080221300138313,Including B2B
16532.0,6748.8,0,0.47624059584288997,0.04103273397879207,Including B2B
13576.0,6717.34,3,0.47699438694664864,0.04126325495620101,Including B2B
16746.0,6697.66,3,0.47774596964515736,0.04149377593360996,Including B2B
15249.0,6688.46,0,0.478496519959098,0.0417242969110189,Including B2B
16353.0,6675.71,3,0.47924563952268606,0.041954817888427844,Including B2B
17338.0,6643.93,0,0.47999119287088565,0.042185338865836794,Including B2B
12626.0,6620.48,0,0.4807341147605939,0.04241585984324574,Including B2B
16182.0,6617.65,0,0.4814767190798317,0.04264638082065468,Including B2B
15144.0,6580.44,3,0.4822151478523545,0.042876901798063624,Including B2B
12472.0,6572.11,0,0.48295264186798026,0.04310742277547257,Including B2B
16814.0,6509.1,3,0.48368306517147175,0.04333794375288151,Including B2B
12431.0,6487.45,3,0.48441105900475684,0.043568464730290454,Including B2B
18223.0,6484.54,3,0.4851387262903144,0.0437989857076994,Including B2B
15694.0,6479.4,3,0.48586581678710244,0.04402950668510835,Including B2B
13225.0,6463.84,0,0.48659116120738183,0.04426002766251729,Including B2B
13102.0,6424.09,3,0.48731204505303277,0.044490548639926235,Including B2B
13871.0,6403.25,0,0.4880305903232056,0.04472106961733518,Including B2B
12359.0,6372.58,0,0.4887456939374325,0.04495159059474412,Including B2B
13668.0,6363.59,3,0.48945978873239115,0.045182111572153065,Including B2B
13709.0,6328.05,0,0.49016989538087696,0.04541263254956201,Including B2B
15005.0,6316.57,3,0.49087871379296705,0.04564315352697095,Including B2B
17315.0,6292.26,3,0.49158480424105166,0.045873674504379895,Including B2B
16126.0,6287.77,0,0.4922903908405807,0.046104195481788846,Including B2B
14057.0,6217.96,3,0.49298814366112087,0.04633471645919779,Including B2B
12357.0,6207.67,0,0.49368474178196475,0.04656523743660673,Including B2B
14060.0,6140.42,3,0.49437379339604737,0.046795758414015676,Including B2B
13418.0,6127.43,3,0.49506138732800614,0.04702627939142462,Including B2B
17509.0,6115.14,0,0.4957476021288408,0.04725680036883356,Including B2B
15939.0,6115.01,3,0.49643380234163265,0.047487321346242506,Including B2B
14735.0,6065.69,3,0.49711446807541393,0.04771784232365145,Including B2B
12637.0,6021.9,0,0.49779021988308253,0.0479483633010604,Including B2B
13097.0,6010.42,0,0.4984646834543553,0.04817888427846934,Including B2B
13316.0,5977.7300000000005,0,0.4991354786939399,0.048409405255878286,Including B2B
14101.0,5976.79,0,0.4998061684507535,0.04863992623328723,Including B2B
15382.0,5955.71,0,0.5004744927003175,0.04887044721069617,Including B2B
14505.0,5905.64,0,0.5011371983090854,0.04910096818810512,Including B2B
14415.0,5900.28,0,0.5017993024416268,0.04933148916551406,Including B2B
14944.0,5900.25,0,0.5024614032076967,0.049562010142923,Including B2B
13209.0,5891.61,0,0.5031225344299984,0.04979253112033195,Including B2B
13534.0,5870.08,3,0.5037812496479793,0.0500230520977409,Including B2B
13050.0,5836.86,3,0.5044362370599438,0.05025357307514984,Including B2B
12720.0,5781.73,3,0.5050850380195997,0.050484094052558784,Including B2B
15218.0,5756.89,0,0.5057310515409217,0.05071461502996773,Including B2B
17686.0,5739.46,0,0.5063751091423501,0.05094513600737667,Including B2B
13178.0,5725.47,0,0.5070175968459406,0.051175656984785614,Including B2B
16553.0,5719.82,0,0.5076594505307476,0.05140617796219456,Including B2B
13468.0,5704.97,3,0.5082996378122027,0.0516366989396035,Including B2B
14110.0,5683.15,0,0.5089373765467802,0.05186721991701245,Including B2B
14049.0,5681.72,0,0.5095749548128866,0.052097740894421395,Including B2B
17049.0,5659.9800000000005,0,0.5102100935093725,0.05232826187183034,Including B2B
17716.0,5655.99,0,0.5108447844651598,0.05255878284923928,Including B2B
13004.0,5655.91,3,0.5114794664436899,0.052789303826648225,Including B2B
18118.0,5653.82,3,0.5121139138913781,0.05301982480405717,Including B2B
14688.0,5630.87,3,0.5127457859884316,0.05325034578146611,Including B2B
17757.0,5605.29,3,0.513374787607523,0.053480866758875055,Including B2B
12481.0,5596.32,0,0.5140027826516606,0.053711387736284005,Including B2B
12839.0,5591.42,3,0.5146302278387999,0.05394190871369295,Including B2B
16767.0,5580.6,0,0.5152564588519145,0.05417242969110189,Including B2B
16161.0,5575.56,3,0.515882124297831,0.054402950668510835,Including B2B
12539.0,5568.35,0,0.51650698066845,0.05463347164591978,Including B2B
15805.0,5528.4800000000005,3,0.5171273629985551,0.05486399262332872,Including B2B
18225.0,5509.12,0,0.5177455728324387,0.055094513600737666,Including B2B
16609.0,5493.46,0,0.5183620253682422,0.05532503457814661,Including B2B
16985.0,5464.12,0,0.5189751854949992,0.05555555555555555,Including B2B
16265.0,5447.0,0,0.5195864244887338,0.0557860765329645,Including B2B
18198.0,5425.56,3,0.5201952575775619,0.056016597510373446,Including B2B
12490.0,5417.93,0,0.5208032344604928,0.05624711848778239,Including B2B
17809.0,5411.91,0,0.521410535804826,0.05647763946519133,Including B2B
16701.0,5398.3,0,0.5220163098932926,0.056708160442600276,Including B2B
17719.0,5396.04,3,0.5226218303742458,0.05693868142000922,Including B2B
17850.0,5391.21,3,0.5232268088533006,0.05716920239741816,Including B2B
16303.0,5360.63,0,0.5238283557758239,0.05739972337482711,Including B2B
