CustomerID,Cluster
12346.0,3
12347.0,0
12348.0,0
12349.0,0
12350.0,1
12352.0,0
12353.0,1
12354.0,1
12355.0,1
12356.0,0
12357.0,0
12358.0,0
12359.0,0
12360.0,0
12361.0,1
12362.0,0
12363.0,0
12364.0,0
12365.0,1
12367.0,0
12370.0,0
12371.0,0
12372.0,0
12373.0,1
12374.0,0
12375.0,0
12377.0,1
12378.0,0
12379.0,0
12380.0,0
12381.0,0
12383.0,1
12384.0,0
12386.0,1
12388.0,0
12390.0,0
12391.0,0
12393.0,0
12394.0,0
12395.0,0
12397.0,0
12398.0,0
12399.0,0
12401.0,1
12402.0,1
12403.0,0
12405.0,1
12406.0,0
12407.0,0
12408.0,0
12409.0,0
12410.0,1
12412.0,0
12413.0,0
12414.0,1
12415.0,2
12417.0,0
12418.0,0
12420.0,0
12421.0,0
12422.0,0
12423.0,0
12424.0,1
12425.0,0
12426.0,1
12427.0,0
12428.0,0
12429.0,0
12430.0,0
12431.0,3
12432.0,0
12433.0,0
12434.0,0
12435.0,0
12436.0,0
12437.0,3
12438.0,0
12441.0,1
12442.0,0
12444.0,0
12445.0,0
12446.0,0
12447.0,1
12448.0,0
12449.0,0
12450.0,1
12451.0,0
12452.0,0
12453.0,0
12454.0,0
12455.0,0
12456.0,0
12457.0,0
12458.0,0
12461.0,0
12462.0,0
12463.0,0
12464.0,0
12465.0,0
12468.0,1
12471.0,3
12472.0,0
12473.0,0
12474.0,3
12475.0,0
12476.0,0
12477.0,0
12478.0,0
12479.0,0
12480.0,0
12481.0,0
12483.0,0
12484.0,0
12488.0,0
12489.0,1
12490.0,0
12491.0,0
12492.0,0
12493.0,1
12494.0,0
12497.0,0
12498.0,0
12500.0,0
12501.0,1
12502.0,0
12504.0,0
12506.0,1
12507.0,0
12508.0,0
12509.0,1
12510.0,0
12512.0,0
12513.0,0
12514.0,1
12515.0,1
12516.0,0
12517.0,0
12518.0,0
12519.0,0
12520.0,0
12521.0,1
12522.0,0
12523.0,0
12524.0,0
12526.0,0
12527.0,0
12528.0,0
12530.0,0
12531.0,0
12532.0,0
12534.0,0
12535.0,0
12536.0,0
12538.0,0
12539.0,0
12540.0,3
12541.0,0
12544.0,0
12545.0,0
12546.0,0
12547.0,1
12548.0,1
12550.0,0
12551.0,1
12552.0,0
12553.0,0
12556.0,0
12557.0,0
12558.0,0
12559.0,1
12560.0,0
12561.0,1
12562.0,0
12564.0,1
12565.0,1
12566.0,0
12567.0,0
12569.0,3
12571.0,0
12572.0,0
12573.0,1
12574.0,1
12576.0,0
12577.0,0
12578.0,0
12579.0,0
12580.0,1
12581.0,0
12582.0,1
12583.0,3
12584.0,0
12585.0,1
12586.0,0
12587.0,0
12588.0,0
12589.0,0
12590.0,1
12591.0,1
12592.0,0
12593.0,0
12594.0,0
12596.0,0
12597.0,0
12598.0,0
12599.0,0
12600.0,0
12601.0,1
12602.0,0
12603.0,0
12604.0,0
12607.0,0
12609.0,0
12610.0,0
12611.0,0
12612.0,0
12613.0,0
12614.0,1
12615.0,0
12616.0,0
12617.0,0
12618.0,0
12619.0,0
12620.0,0
12621.0,3
12622.0,1
12623.0,1
12624.0,0
12625.0,1
12626.0,0
12627.0,0
12628.0,0
12630.0,0
12631.0,0
12633.0,0
12635.0,0
12637.0,0
12638.0,0
12639.0,1
12640.0,0
12641.0,0
12642.0,0
12643.0,0
12644.0,0
12645.0,0
12646.0,0
12647.0,0
12648.0,1
12649.0,0
12650.0,0
12651.0,1
12652.0,1
12653.0,1
12654.0,0
12656.0,0
12657.0,0
12658.0,0
12659.0,0
12660.0,0
12662.0,0
12664.0,0
12665.0,1
12667.0,0
12668.0,0
12669.0,1
12670.0,0
12672.0,1
12673.0,0
12674.0,0
12676.0,0
12678.0,3
12679.0,0
12680.0,0
12681.0,3
12682.0,3
12683.0,3
12684.0,0
12685.0,0
12686.0,1
12688.0,0
12689.0,0
12690.0,1
12691.0,0
12693.0,0
12694.0,0
12695.0,0
12697.0,0
12700.0,0
12701.0,0
12702.0,0
12703.0,0
12704.0,0
12705.0,0
12707.0,1
12708.0,0
12709.0,3
12710.0,0
12712.0,0
12713.0,0
12714.0,0
12715.0,0
12716.0,0
12717.0,1
12718.0,0
12719.0,0
12720.0,3
12721.0,0
12722.0,0
12723.0,0
12724.0,0
12725.0,1
12726.0,0
12727.0,0
12728.0,0
12729.0,0
12731.0,3
12732.0,1
12733.0,1
12734.0,1
12735.0,1
12736.0,1
12738.0,1
12739.0,0
12740.0,0
12743.0,0
12744.0,3
12747.0,0
12748.0,2
12749.0,0
12750.0,0
12752.0,0
12753.0,0
12754.0,1
12755.0,1
12756.0,0
12757.0,3
12758.0,0
12759.0,0
12762.0,0
12763.0,0
12764.0,1
12766.0,0
12769.0,1
12770.0,1
12772.0,0
12775.0,0
12778.0,0
12779.0,0
12781.0,0
12782.0,0
12783.0,0
12784.0,0
12785.0,1
12787.0,0
12789.0,0
12790.0,1
12791.0,1
12792.0,1
12793.0,1
12794.0,0
12795.0,0
12797.0,1
12798.0,0
12802.0,1
12808.0,0
12809.0,1
12811.0,1
12812.0,0
12814.0,0
12815.0,1
12816.0,0
12817.0,1
12818.0,1
12820.0,0
12821.0,1
12822.0,0
12823.0,0
12824.0,0
12826.0,0
12827.0,0
12828.0,0
12829.0,1
12830.0,0
12831.0,1
12832.0,0
12833.0,1
12834.0,1
12836.0,0
12837.0,1
12838.0,0
12839.0,3
12840.0,0
12841.0,3
12842.0,0
12843.0,0
12844.0,0
12845.0,1
12847.0,0
12849.0,0
12851.0,0
12852.0,1
12853.0,0
12854.0,0
12855.0,1
12856.0,0
12857.0,1
12863.0,0
12864.0,0
12865.0,0
12866.0,1
12867.0,0
12868.0,1
12871.0,0
12872.0,1
12873.0,1
12875.0,0
12876.0,0
12877.0,0
12878.0,1
12879.0,0
12881.0,1
12882.0,0
12883.0,0
12884.0,0
12885.0,0
12886.0,0
12888.0,1
12890.0,0
12891.0,1
12893.0,0
12895.0,0
12897.0,1
12901.0,3
12902.0,1
12904.0,0
12906.0,0
12908.0,1
12909.0,0
12910.0,0
12912.0,0
12913.0,0
12915.0,1
12916.0,0
12917.0,0
12919.0,0
12920.0,0
12921.0,3
12922.0,1
12923.0,0
12924.0,0
12925.0,0
12928.0,0
12929.0,1
12930.0,0
12931.0,3
12933.0,0
12935.0,0
12936.0,0
12937.0,0
12938.0,0
12939.0,0
12940.0,0
12942.0,0
12944.0,0
12945.0,1
12947.0,0
12948.0,0
12949.0,0
12950.0,0
12951.0,0
12952.0,0
12953.0,0
12955.0,0
12956.0,1
12957.0,0
12962.0,0
12963.0,0
12965.0,0
12966.0,0
12967.0,1
12968.0,0
12970.0,0
12971.0,3
12974.0,1
12976.0,1
12977.0,1
12980.0,0
12981.0,0
12982.0,1
12984.0,0
12985.0,0
12987.0,0
12988.0,1
12989.0,3
12990.0,0
12991.0,0
12993.0,0
12994.0,0
12995.0,0
12997.0,0
12999.0,1
13000.0,0
13001.0,3
13002.0,1
13003.0,0
13004.0,3
13005.0,1
13006.0,0
13008.0,1
13011.0,1
13012.0,0
13013.0,0
13014.0,0
13015.0,0
13016.0,0
13017.0,0
13018.0,3
13021.0,0
13023.0,0
13026.0,0
13027.0,0
13028.0,0
13029.0,0
13030.0,0
13032.0,0
13033.0,1
13034.0,0
13035.0,0
13037.0,0
13038.0,0
13040.0,0
13043.0,1
13044.0,1
13045.0,0
13046.0,0
13047.0,0
13048.0,0
13049.0,0
13050.0,3
13052.0,1
13055.0,0
13058.0,0
13059.0,1
13060.0,1
13061.0,0
13062.0,1
13064.0,0
13065.0,1
13066.0,0
13067.0,0
13068.0,0
13069.0,3
13070.0,1
13072.0,1
13075.0,0
13077.0,0
13078.0,3
13079.0,0
13080.0,1
13081.0,3
13082.0,0
13083.0,0
13085.0,1
13089.0,2
13090.0,3
13091.0,0
13092.0,0
13093.0,1
13094.0,0
13095.0,0
13097.0,0
13098.0,3
13099.0,0
13101.0,1
13102.0,3
13103.0,0
13104.0,0
13106.0,0
13107.0,0
13108.0,1
13109.0,0
13110.0,0
13113.0,3
13115.0,0
13116.0,0
13117.0,0
13118.0,0
13120.0,1
13121.0,1
13122.0,0
13124.0,0
13126.0,0
13127.0,0
13130.0,0
13131.0,0
13132.0,1
13133.0,1
13134.0,0
13135.0,1
13136.0,0
13137.0,0
13138.0,0
13139.0,0
13140.0,0
13141.0,0
13142.0,0
13144.0,1
13145.0,0
13146.0,0
13147.0,0
13148.0,0
13149.0,0
13151.0,1
13153.0,0
13155.0,0
13157.0,0
13158.0,0
13159.0,0
13160.0,0
13161.0,1
13162.0,0
13165.0,0
13166.0,1
13167.0,0
13168.0,0
13169.0,0
13170.0,0
13171.0,0
13173.0,0
13174.0,0
13176.0,0
13177.0,0
13178.0,0
13182.0,0
13183.0,0
13184.0,0
13185.0,1
13186.0,0
13187.0,1
13188.0,0
13189.0,0
13192.0,0
13193.0,0
13194.0,0
13196.0,0
13198.0,0
13199.0,3
13200.0,0
13203.0,0
13207.0,0
13208.0,0
13209.0,0
13210.0,0
13211.0,0
13212.0,0
13213.0,0
13216.0,1
13217.0,0
13218.0,0
13220.0,0
13221.0,1
13223.0,1
13224.0,0
13225.0,0
13226.0,1
13227.0,1
13228.0,0
13229.0,1
13230.0,0
13232.0,0
13233.0,0
13235.0,1
13236.0,0
13238.0,0
13239.0,1
13240.0,0
13242.0,0
13243.0,1
13244.0,0
13245.0,0
13246.0,0
13247.0,0
13248.0,0
13249.0,0
13253.0,1
13255.0,0
13258.0,0
13259.0,0
13260.0,0
13261.0,1
13262.0,1
13263.0,3
13265.0,0
13266.0,0
13267.0,3
13268.0,0
13269.0,3
13270.0,1
13271.0,0
13272.0,0
13273.0,0
13276.0,0
13277.0,0
13278.0,0
13279.0,0
13280.0,0
13282.0,0
13283.0,0
13284.0,1
13285.0,0
13291.0,1
13292.0,0
13294.0,1
13295.0,1
13296.0,0
13297.0,0
13298.0,0
13299.0,1
13300.0,1
13301.0,0
13302.0,1
13304.0,1
13305.0,0
13307.0,0
13308.0,0
13309.0,0
13310.0,0
13311.0,0
13313.0,0
13314.0,0
13316.0,0
13317.0,0
13318.0,0
13319.0,3
13320.0,0
13321.0,0
13322.0,0
13323.0,0
13324.0,0
13325.0,0
13327.0,0
13328.0,1
13329.0,0
13330.0,0
13332.0,0
13334.0,0
13336.0,0
13338.0,1
13339.0,1
13340.0,0
13341.0,1
13343.0,1
13344.0,0
13345.0,1
13347.0,0
13348.0,0
13349.0,0
13350.0,0
13351.0,0
13352.0,0
13354.0,0
13355.0,0
13356.0,0
13357.0,1
13358.0,1
13359.0,0
13362.0,0
13363.0,0
13364.0,0
13365.0,0
13366.0,0
13368.0,1
13369.0,1
13370.0,1
13372.0,0
13373.0,0
13375.0,0
13376.0,0
13379.0,0
13381.0,0
13382.0,1
13384.0,0
13385.0,1
13388.0,0
13389.0,0
13390.0,0
13391.0,1
13394.0,0
13395.0,1
13396.0,0
13397.0,0
13398.0,1
13402.0,0
13403.0,0
13404.0,0
13405.0,0
13408.0,3
13410.0,0
13411.0,0
13414.0,0
13416.0,0
13417.0,0
13418.0,3
13419.0,0
13420.0,1
13421.0,0
13422.0,0
13425.0,0
13426.0,0
13427.0,0
13428.0,0
13429.0,0
13430.0,0
13431.0,0
13434.0,0
13435.0,0
13436.0,0
13437.0,0
13439.0,1
13441.0,0
13447.0,0
13448.0,0
13449.0,0
13450.0,0
13451.0,0
13452.0,1
13453.0,1
13455.0,0
13456.0,0
13458.0,3
13460.0,0
13461.0,0
13462.0,1
13464.0,0
13466.0,1
13467.0,0
13468.0,3
13470.0,0
13471.0,0
13473.0,0
13474.0,1
13475.0,1
13476.0,1
13477.0,0
13479.0,1
13481.0,0
13482.0,1
13483.0,0
13484.0,1
13485.0,1
13486.0,0
13487.0,0
13488.0,3
13489.0,0
13491.0,0
13492.0,0
13493.0,1
13494.0,1
13495.0,0
13496.0,0
13497.0,1
13499.0,0
13500.0,0
13501.0,1
13502.0,0
13503.0,0
13504.0,0
13505.0,0
13506.0,1
13507.0,0
13508.0,1
13509.0,0
13510.0,0
13512.0,1
13513.0,0
13514.0,0
13515.0,0
13516.0,0
13517.0,0
13518.0,0
13519.0,0
13520.0,0
13521.0,0
13522.0,0
13523.0,0
13524.0,0
13525.0,0
13527.0,0
13529.0,0
13531.0,1
13532.0,0
13533.0,1
13534.0,3
13536.0,0
13538.0,0
13539.0,0
13544.0,0
13546.0,0
13548.0,0
13549.0,0
13551.0,1
13552.0,0
13555.0,0
13557.0,0
13558.0,0
13560.0,0
13561.0,1
13562.0,0
13563.0,0
13564.0,0
13565.0,0
13566.0,0
13568.0,1
13569.0,0
13570.0,1
13571.0,0
13572.0,1
13573.0,0
13575.0,0
13576.0,3
13577.0,0
13579.0,0
13581.0,1
13583.0,1
13584.0,1
13587.0,0
13588.0,0
13589.0,0
13590.0,0
13591.0,0
13592.0,0
13593.0,0
13594.0,0
13596.0,0
13598.0,0
13599.0,3
13600.0,1
13601.0,0
13602.0,0
13603.0,0
13606.0,0
13607.0,0
13610.0,0
13611.0,0
13614.0,0
13615.0,1
13617.0,0
13618.0,1
13621.0,0
13623.0,0
13626.0,1
13627.0,0
13629.0,0
13630.0,0
13631.0,0
13632.0,0
13634.0,0
13635.0,0
13636.0,0
13637.0,0
13638.0,0
13639.0,0
13642.0,1
13643.0,0
13644.0,0
13645.0,0
13647.0,0
13649.0,1
13650.0,0
13651.0,0
13652.0,0
13654.0,0
13655.0,0
13656.0,1
13657.0,0
